3818 GCF_003086295.2
7460 GCF_003254395.2
286419 GCF_003254725.2
9565 GCF_003255815.1
78449 GCF_003339765.1
30522 GCF_003369695.1
7229 GCF_003369915.1
3880 GCF_003473485.1
3469 GCF_003573695.1
35885 GCF_003576645.1
7111 GCF_003590095.1
10029 GCF_003668045.3
2015173 GCF_003672135.1
43146 GCF_003676215.2
230844 GCF_003704035.1
49369 GCF_003713205.1
13443 GCF_003713225.1
9258 GCF_004115215.2
59479 GCF_004115265.2
3917 GCF_004118075.2
89673 GCF_004126475.2
3848 GCF_004193775.1
96939 GCF_004353265.1
198719 GCF_004354385.1
180675 GCF_004379255.1
7226 GCF_004382145.1
7238 GCF_004382195.2
10041 GCF_004664715.2
2249226 GCF_004785595.1
4556 GCF_005286985.1
7029 GCF_005508785.2
37032 GCF_006229205.1
2607531 GCF_006345805.1
61853 GCF_006542625.1
61383 GCF_007474595.2
61622 GCF_007565055.1
22663 GCF_007655135.1
3635 GCF_007990345.1
7241 GCF_008121235.1
9595 GCF_008122165.1
35658 GCF_008632895.1
42100 GCF_008692025.1
9555 GCF_008728515.1
210225 GCF_008831285.2
7425 GCF_009193385.2
42345 GCF_009389715.1
7291 GCF_009650485.2
9483 GCF_009663435.1
102211 GCF_009727055.1
55577 GCF_009730915.1
278856 GCF_009731565.1
9704 GCF_009762305.2
9986 GCF_009806435.1
36723 GCF_009829155.1
419612 GCF_009834535.1
7237 GCF_009870125.1
9771 GCF_009873245.2
9606 GCF_009914755.1
31234 GCF_010183535.1
72917 GCF_010389155.1
2817044 GCF_010883055.1
10117 GCF_011064425.1
29780 GCF_011075055.1
9337 GCF_011100635.1
30019 GCF_011750605.1
61156 GCF_011762505.1
9739 GCF_011762595.1
33412 GCF_012273895.1
9541 GCF_012559485.2
9597 GCF_013052645.1
30069 GCF_013141755.1
34632 GCF_013339695.2
6941 GCF_013339725.1
543639 GCF_013339745.2
28584 GCF_013340165.1
60698 GCF_013358625.1
307658 GCF_013373865.1
458696 GCF_013401445.1
45264 GCF_013753865.1
7167 GCF_013758885.1
108931 GCF_014356525.1
9615 GCF_014441545.1
30213 GCF_014466175.1
38358 GCF_014529535.1
55363 GCF_014633365.1
9978 GCF_014633375.1
1486046 GCF_014743375.2
396416 GCF_014825855.1
7130 GCF_014839805.1
684658 GCF_014905175.1
7091 GCF_014905235.1
27675 GCF_015220235.1
10116 GCF_015227675.2
6687 GCF_015228065.1
7176 GCF_015732765.1
9261 GCF_015852505.1
9793 GCF_016077325.2
72036 GCF_016086655.3
1735272 GCF_016097555.1
38775 GCF_016432865.1
191870 GCF_016433145.1
37029 GCF_016509475.1
71139 GCF_016545825.1
59916 GCF_016617805.1
7243 GCF_016746235.2
129105 GCF_016746245.2
7245 GCF_016746365.2
7240 GCF_016746395.2
9940 GCF_016772045.1
42434 GCF_016801865.2
13686 GCF_016802725.1
3914 GCF_016808095.1
38727 GCF_016808335.1
43179 GCF_016881025.1
41426 GCF_016906955.1
7173 GCF_016920715.1
30066 GCF_017562075.2
210409 GCF_017591435.1
7217 GCF_017639315.1
7654 GCF_018143015.1
4565 GCF_018294505.1
494514 GCF_018345385.1
46844 GCF_018350155.1
9696 GCF_018350175.1
9694 GCF_018350195.1
9689 GCF_018350215.1
94328 GCF_018446385.1
32201 GCF_018687715.1
54955 GCF_018873765.1
7260 GCF_018902025.1
172797 GCF_019186545.1
139456 GCF_019202785.1
1574408 GCF_019320065.1
4522 GCF_019359855.1
33562 GCF_019393635.1
32260 GCF_019457755.1
3988 GCF_019578655.1
89462 GCF_019923935.1
32391 GCF_020080835.1
452646 GCF_020171115.1
80765 GCF_020184175.1
57577 GCF_020283565.1
3708 GCF_020379485.1
6728 GCF_020424385.1
45954 GCF_020536995.1
35525 GCF_020631705.1
9447 GCF_020740605.2
51337 GCF_020740685.1
714518 GCF_020796205.1
178133 GCF_020921035.1
197043 GCF_021130785.1
6669 GCF_021134715.1
362088 GCF_021155765.1
441929 GCF_021155775.1
2872261 GCF_021155785.1
35523 GCF_021234035.1
274613 GCF_021461385.2
7009 GCF_021461395.2
1086592 GCF_021464435.1
89248 GCF_021613505.1
6596 GCF_021730395.1
441921 GCF_021901455.1
2961670 GCF_021901495.1
7375 GCF_022045245.1
6087 GCF_022113875.1
2711 GCF_022201045.2
89674 GCF_022539505.1
7113 GCF_022581195.2
2921223 GCF_022605725.1
9430 GCF_022682495.1
61388 GCF_022837055.1
1035111 GCF_023078275.1
37181 GCF_023091745.1
7108 GCF_023101765.2
49212 GCF_023119035.1
214514 GCF_023159225.1
27457 GCF_023373825.1
29058 GCF_023701775.1
29064 GCF_023721935.1
274614 GCF_023864275.1
2023355 GCF_023864345.2
7010 GCF_023897955.1
7011 GCF_023898315.1
109475 GCF_024139225.1
99487 GCF_024166365.1
3888 GCF_024323335.1
13191 GCF_024362695.1
116153 GCF_024364675.1
309941 GCF_024516045.1
85661 GCF_024542735.1
257877 GCF_024542745.1
98809 GCF_024586455.1
95602 GCF_024679095.1
3656 GCF_025177605.1
103775 GCF_025200985.1
125945 GCF_025231255.1
558553 GCF_025612915.1
29729 GCF_025698485.1
29730 GCF_025698545.1
69319 GCF_026212275.2
313075 GCF_026283585.1
27406 GCF_026875155.1
6604 GCF_026914265.1
9470 GCF_027406575.1
32536 GCF_027475565.1
58824 GCF_027563975.1
28586 GCF_028408465.1
28588 GCF_028554725.1
10089 GCF_900094665.1
10093 GCF_900095145.1
3483 GCF_900626175.2
4577 GCF_902167145.1
3755 GCF_902201215.1
7604 GCF_902459465.1
9305 GCF_902635505.1
6579 GCF_902652985.1
9657 GCF_902655055.1
30640 GCF_902686445.1
29159 GCF_902806645.1
2795564 GCF_902806685.1
1047088 GCF_903992535.2
38674 GCF_903995425.1
60746 GCF_903995435.1
112509 GCF_904849725.1
343691 GCF_905115235.1
171585 GCF_905147045.1
7116 GCF_905147105.1
91739 GCF_905147365.1
42275 GCF_905147765.1
64459 GCF_905147795.1
116150 GCF_905163445.1
171605 GCF_905220365.1
72248 GCF_905220415.1
113334 GCF_905220565.1
191418 GCF_905333055.1
189913 GCF_905404315.1
7454 GCF_905475345.1
189513 GCF_905475395.1
78633 GCF_905475465.1
253017 GCF_907164915.1
1437191 GCF_907164935.1
41139 GCF_907165205.1
7445 GCF_910589235.1
30195 GCF_910591885.1
9860 GCF_910594005.1
202808 GCF_912470025.1
76193 GCF_912999745.1
115357 GCF_914767665.1
3752 GCF_916048215.2
37344 GCF_917208135.1
50390 GCF_917563875.1
197161 GCF_921293095.1
9662 GCF_922984935.1
6465 GCF_932274485.1
51655 GCF_932276165.1
38942 GCF_932294415.1
45351 GCF_932526225.1
57926 GCF_933775445.1
9733 GCF_937001465.1
3986 GCF_937616625.1
68878 GCF_943734635.1
53552 GCF_943734655.1
42839 GCF_943734665.1
1518534 GCF_943734685.1
1496333 GCF_943734695.1
1521116 GCF_943734725.1
43151 GCF_943734745.1
186751 GCF_943734755.1
62324 GCF_943734845.2
185578 GCF_943737925.1
110368 GCF_947172395.1
10129 GCF_947179515.1
